1701.00142v1	A scientific illustration of the EgoCap system: a person wearing a helmet with two fisheye cameras mounted on the front, showing the dual wide-angle fisheye views projected onto a spherical field of view around the user. The left view shows a raw fisheye image of an indoor scene with a person in motion. The right view visualizes the AI processing: a 3D skeletal pose overlay (white wireframe) estimated in real-time from the distorted fisheye imagery, with key body joints highlighted as colored nodes. A diagram inset shows the inside-in camera arrangement converging on the user's body. Clean, technical illustration style with a muted color palette of blues, grays, and accent yellows for data highlights. Sharp focus	A4 portrait format, 1:sqrt(2) aspect ratio. A person wearing a lightweight helmet with two fisheye cameras mounted on the front, looking directly at the viewer. The view is a split-screen composition: the left side shows a realistic, detailed view of the helmet and the person's upper body in an everyday outdoor scene. The right side shows the corresponding processed, scientific visualization. This visualization overlays a full-body skeletal pose estimation (white wireframe skeleton) onto a 3D reconstruction of the scene from the egocentric, fisheye perspective. The fisheye distortion is visible at the edges of the right-side view. The background is a blurred, non-distracting urban park setting. Clean, technical illustration style
1704.08303v3	A4 portrait format, 1:sqrt(2) aspect ratio. A scientific visualization of spectral ergodicity in random matrix ensembles, showing a large random matrix from the Circular Unitary Ensemble (CUE) with its complex eigenvalue spectrum plotted on the unit circle. Adjacent, a heatmap visualizes the convergence of the Thirumalai-Mountain (TM) and Kullback-Leibler (KL) divergence metrics as matrix size increases, with a curve showing rising spectral ergodicity. The style is a clean, technical scientific illustration with a cool color palette of deep blues, purples, and teals, using precise linework, mathematical notation for eigenvalues λ, and subtle glowing highlights on converging spectral data points. The composition	A4 portrait format, 1:sqrt(2) aspect ratio. A scientific visualization of spectral ergodicity in random matrix ensembles representing deep learning architectures. On the left, a large, detailed random matrix from the Circular Unitary Ensemble (CUE) with complex eigenvalues plotted as points on the unit circle in the complex plane, colored by phase. A single eigenvalue spectrum from one matrix realization is shown as a histogram bar chart. On the right, the ensemble-averaged eigenvalue density forms a smooth, solid arc on the unit circle. The convergence from the discrete, variable single realization to the smooth, universal ensemble average is illustrated with translucent, converging flow lines, quantifying the spectral ergodicity. The Thirumalai-Mountain and K
1709.07172v3	"A4 portrait format, 1:sqrt(2) aspect ratio. A clean, modern scientific diagram illustrating the online spectral learning algorithm ""SpectralLeader"" for single topic models. The scene is split into two conceptual flows. On the left, a continuous stream of discrete data points (represented as small, colored cubes or tokens) flows into the algorithm. In the center, a dynamic, translucent 3D matrix or tensor factorization is visualized, with converging spectral components shown as evolving, orthogonal vectors of light (blue, green, orange) emerging from the data stream. On the right, the output is a stable, global optimum represented as a clear, low-dimensional simplex or a set of basis vectors, contrasted with a faint, irregular local optimum"	A detailed scientific illustration of an online spectral learning algorithm for single topic models, showing a continuous stream of discrete data points flowing into a spectral decomposition module, with eigenvectors and eigenvalues visualized as orthogonal arrows and bars emerging in real-time, contrasting with a traditional EM algorithm path getting stuck in a local optimum basin, using a clean vector graphic style with a cool color palette of blues and purples for spectral elements and warm oranges for data streams, split-view composition showing the data stream on the left, algorithm process in the center, and converging global optimum on the right, A4 portrait format, 1:sqrt(2) aspect ratio, precise mathematical diagram style suitable for a machine learning conference publication.
1604.01686v5	A4 portrait format, scientific visualization of one-class nearest neighbor classification: a central target class cluster of blue data points with varying densities, surrounded by a decision boundary formed by nearest neighbor distances shown as translucent spheres, with outlier detection visualized as red points outside the boundary where neighbor distances exceed the inter-quartile range threshold. Ensemble methods depicted as multiple overlapping random subspaces and random projections shown as rotated coordinate grids in semi-transparent gray, with accuracy metrics improving as projections increase. Clean, minimalist information visualization style with precise geometric forms, soft gradient lighting, and a color palette of scientific blues, grays, and accent reds, using an elevated 3/4 perspective to show both data distribution and algorithmic structure simultaneously.	"A4 portrait format, 1:sqrt(2) aspect ratio. Scientific diagram illustrating the relationship between variants of One-Class Nearest Neighbour (OCNN) classifiers and their ensemble creation. The central visual is a 2D feature space scatter plot of target class data points in shades of blue. Multiple decision boundaries are depicted as translucent, overlapping colored isolines emanating from different central reference points, representing different OCNN variants. A key section shows the theoretical relationship: a flowchart with mathematical symbols (k, τ, d) connecting boxes labeled ""Neighbour Selection"" and ""Threshold Variants"". The ensemble creation is visualized on the right: multiple random subspaces and random projections are shown as distorted, translucent grids overlaid on the original data, each"
1707.07673v1	"A detailed scientific illustration in portrait A4 format (1:sqrt(2) aspect ratio) showing a conceptual data flow from heterogeneous Electronic Health Record sources to a structured, computable phenotyping algorithm. On the left, a stylized database icon releases streams of structured data (blue cubes), semi-structured data (orange JSON-like brackets), and unstructured clinical notes (gray text blocks). These streams converge into a central processing node labeled ""Phenotyping Logic"". From this node, two distinct, structured output pathways emerge: one transforms into a clean, interconnected graph network of Resource Description Framework triples (subject-predicate-object nodes connected by arrows), and the other organizes into a formal, nested Web Ontology Language class hierarchy with defined properties. The background"	A4 portrait format, scientific illustration of a complex electronic health record phenotyping algorithm represented as a structured semantic web graph, showing interconnected nodes for diagnoses, prescriptions, lab tests, and symptoms, with data flowing from a stylized EHR database into a formal ontology using Web Ontology Language (OWL) and Resource Description Framework (RDF) schematics, visualized as a precise network of logical relationships and property assertions, clean lines and a professional color palette of blues, grays, and accent greens, split-view composition contrasting a dense human-readable text document with a clear, computable graph structure, technical illustration style with sharp focus and labeled components, highlighting the transformation from unstructured narrative to executable logic.
1503.07490v2	Cross-section of biological neuron synapse showing additive STDP rule dynamics, pre- and post-synaptic spikes represented as precise electrical pulses along axons, synaptic weight evolution visualized as fluctuating bar graph or 3D surface plot next to synapse, slight timing jitter depicted as blurred or probabilistic zones around spike waveforms, monochromatic blue and gray color palette with accent red for critical variability, clean scientific diagram style with labeled axes for time and weight, split composition showing precise timing vs. variable timing scenarios, A4 portrait format, 1:sqrt(2) aspect ratio	Cross-section of biological neuron synapse with additive STDP rule visualization, precise spike timings shown as synchronized electrical pulses, slight variability in timing causing divergent synaptic weight evolution, synaptic vesicles and receptors in accurate detail, weight changes depicted as scaling of post-synaptic density size, clean scientific illustration style with a muted color palette of neural grays, synaptic blues, and highlight yellows for electrical activity, split-panel composition showing identical initial conditions branching into different weight trajectories, macro perspective focused on the synaptic cleft, A4 portrait format, 1:sqrt(2) aspect ratio, technical drawing with labeled axes for time and synaptic weight
1508.03928v1	A4 portrait format, 1:sqrt(2) aspect ratio. A cross-section diagram of a deep convolutional neural network architecture, with the initial layers extracting low-level features like edges and contrast shown as blue and green data streams, merging with deeper layers extracting high-level semantic features shown as orange and red streams. The combined feature vector feeds into a hinge-loss SVM classifier visualized as a geometric plane separating salient and non-salient regions. The final output is a precise saliency heatmap overlaid on a complex natural image, with high activation in red. Clean, technical illustration style with labeled layers, data flow arrows, and a cool-to-warm color gradient, rendered with sharp lines and a white background.	A scientific illustration of a deep convolutional neural network architecture for salient object detection, showing a cross-section of the LCNN model with embedded low-level feature streams, high-level semantic feature maps in warm red and orange gradients, low-level contrast and spatial feature maps in cool blue and cyan gradients, these streams merging and concatenating at the final fully connected layer, feeding into a hinge-loss SVM detector visualized as a geometric classifier plane, with the final output saliency map overlaying a complex natural image, technical schematic style with clean lines and labels, split-view composition showing network internals and final prediction, A4 portrait format, 1:sqrt(2) aspect ratio.
1506.05187v1	A cross-section visualization of depth map upsampling optimization, showing a low-resolution noisy Time-of-Flight depth map on the left, a high-resolution companion color image in the center, and the resulting high-resolution depth map on the right after processing through a novel optimization framework, with data term and smoothness term illustrated as mathematical operators transforming the data flow, texture copy artifacts and blurring at depth discontinuities are visibly corrected, clean sharp edges are restored, arrows and flow lines indicate the guided upsampling process from low to high resolution, using a cool color palette of blues and grays for depth data and accurate colors for the RGB guide image, in a clean technical illustration style suitable for a computer vision conference, with a clear before-and-after comparison	A cross-section visualization comparing low-resolution noisy depth map upsampling with high-resolution color guidance, showing texture copy artifacts and blurry edges in conventional methods versus sharp depth discontinuities and clean surfaces in the proposed optimization framework, with color-coded depth gradients (blue to red for near to far), noise represented as statistical speckles, upsampling factors (8x, 16x) indicated by grid overlays, clean technical illustration style with precise linework and subtle volumetric lighting, split-panel composition in portrait A4 format (1:√2 aspect ratio)
1709.09426v1	A highly detailed scientific visualization of a deep convolutional neural network processing a grid of diverse e-commerce fashion product images, with weakly annotated text tags (like 'red dress', 'striped shirt') floating as semi-transparent overlays, illustrating noisy data ingestion. The network architecture is shown in a clean, layered cutaway view, with feature maps highlighting learned visual patterns for texture, shape, and color. A central pathway branches into two clear outputs: one leading to a ranked image retrieval results column and the other to a multi-level hierarchical label prediction tree (e.g., 'Apparel' -> 'Top' -> 'T-Shirt'). Style is a clean, modern 3D scientific illustration with a muted professional color palette of blues, grays,	A4 portrait format, 1:sqrt(2) aspect ratio. A clean, modern scientific visualization of a weakly supervised learning pipeline for fashion e-commerce. The left panel shows a grid of noisy, weakly annotated product images from a website catalog (various clothing items with inconsistent tags). A central neural network architecture diagram processes this data, with abstract feature vectors flowing out. The right panel demonstrates two downstream applications: top, a multi-label classification output showing predicted categories and attributes (e.g., 'dress', 'floral', 'sleeveless') with confidence scores; bottom, an image retrieval result showing a query product image alongside three ranked, visually similar retrieved items. A minimalist, infographic style with a cohesive color palette of soft
1407.7317v1	A unified thermal face recognition framework: a 3D facial mesh model with overlaid thermal heatmap texture, showing simultaneous variations in pose (profile to frontal), expression (neutral to smiling), physiological state (cooler nasal region), partial occlusion from transparent eyeglass frames, and quasi-occlusion from stubble facial hair, all visualized on a single multi-panel figure, color gradient from deep blue (cold) to bright white (hot), clean scientific diagram style with precise labels, split-screen composition comparing raw thermal input to the normalized unified output, A4 portrait format, 1:sqrt(2) aspect ratio	A4 portrait format, 1:sqrt(2) aspect ratio. A unified thermal face recognition framework visualized as a central 3D thermal facial mesh with five distinct, concurrent nuisance factors affecting its appearance: variable pose (head rotated), active facial expression (smiling), altered physiological state (warmer cheek region), partial occlusion from transparent eyeglass frames, and quasi-occlusion from stubble facial hair. All factors are integrated into a single cohesive model, with thermal data represented in a precise infrared color palette from deep blues (cold) to white and yellows (hot). Clean, technical illustration style with a split-view composition: the left side shows the raw thermal face with all variabilities, the right side shows the normalized, invariant
1707.04781v1	A detailed scientific illustration of a color image enhancement process comparing two methods: On the left, a channel-by-channel 2-D Discrete Fourier Transform (DFT) approach showing separate red, green, and blue frequency domain representations with disjoint enhancement. On the right, a unified quaternion-based 2-D Quaternion Discrete Fourier Transform (QDFT) approach depicting a single hypercomplex frequency domain sphere with intertwined color components. Arrows visualize the modified alpha-rooting operation as a spectral magnitude adjustment. A central color image splits, processes through each pipeline, and recombines, with the QDFT output showing more vibrant and genuine color fidelity. Use a clean, technical illustration style with a blue, gray, and spectral color palette, sharp lines,	A detailed scientific illustration of a color image enhancement process comparing two methods: On the left, a channel-by-channel 2-D Discrete Fourier Transform (DFT) decomposes a color image into separate red, green, and blue frequency spectra, shown as individual grayscale magnitude plots. On the right, a unified quaternion image undergoes a 2-D Quaternion Discrete Fourier Transform (2-D QDFT), visualized as a single, complex 3D hypercomplex frequency domain with intertwined color channels. Arrows depict the modified alpha-rooting operation applying a power function to the spectral magnitudes. The output shows the enhanced image from the QDFT method exhibiting more vibrant and genuine colors compared to the DFT result. Style is a clean, technical diagram with
0901.0065v1	A4 portrait format, 1:sqrt(2) aspect ratio. A split-view scientific visualization of Exact Histogram Specification optimized for Structural Similarity. On the left, a generic EHS output image with visible pixelation and quality degradation. On the right, the proposed optimized output after SSIM gradient ascent, showing a perceptually enhanced, high-quality image with preserved structural details. Between them, a central panel displays the exact specified histogram as a precise, identical bar chart for both methods, emphasizing the constraint. The SSIM optimization process is visualized as a gradient flow field overlaid on the image plane, with arrows indicating the path of pixel intensity adjustments maximizing structural similarity. A subtle heatmap overlay on the right image indicates regions of high structural preservation	A4 portrait format, scientific visualization of exact histogram specification optimization for structural similarity: cross-section showing original grayscale image transitioning to optimized histogram-specified version, with histogram bars morphing into structural similarity index (SSIM) gradient ascent paths, mathematical formulas for SSIM gradient calculation floating in background, blue-to-orange color gradient representing perceptual quality improvement, computational flow arrows showing iterative optimization process, clean academic illustration style with precise technical details, split-view comparison showing input/output images with their corresponding histograms, subtle grid overlay representing pixel structure preservation
1301.7418v1	A conceptual diagram showing state-space reduction for flexible and approximate computation, featuring a complex branching decision tree on the left being systematically pruned and simplified into a streamlined, optimal path on the right, with computation resources visualized as a blue energy flow dynamically allocated to critical branches, using a clean scientific illustration style with a monochromatic blue and gray color palette enhanced by strategic gold highlights on key nodes and the final solution path, sharp technical lighting, viewed from a dynamic three-quarter perspective that conveys progression, A4 portrait format, 1:sqrt(2) aspect ratio.	A conceptual visualization of state-space reduction for flexible and approximate computation, showing a complex, high-dimensional problem lattice on the left being systematically simplified into a lower-dimensional, tractable solution manifold on the right, with the transformation process visualized as a gradient from intricate purple and blue network structures to a streamlined orange and gold pathway, using a clean, minimalist 3D scientific illustration style with precise mathematical forms, soft volumetric lighting to highlight dimensionality reduction, and a split-screen composition in portrait orientation that contrasts the initial computational complexity with the final reduced state, rendered in A4 format (portrait orientation, 1:sqrt(2) aspect ratio).
1511.02386v2	A cross-section visualization of a hierarchical variational model, showing a base variational distribution (Gaussian cloud) with a hierarchical prior distribution (larger, translucent probability surface) governing its parameters, connected by probabilistic arrows indicating the flow of variational parameters, with the true complex posterior distribution (multicolored, non-Gaussian manifold) in the background for comparison, using a cool color palette of blues and purples for the variational family with warm orange accents for the data influence, clean 3D scientific illustration style with soft volumetric lighting and subtle transparency effects, central composition with the hierarchical structure expanding outward, viewed from a slightly elevated perspective to show depth and relationships between distributions, A4 portrait format, 1:sqrt(2) aspect ratio.	A4 portrait format, 1:sqrt(2) aspect ratio. A hierarchical variational model (HVM) visualized as a multi-layered probabilistic graphical model. The core shows a simple base variational distribution (e.g., a Gaussian) at the bottom layer. A hierarchical prior, depicted as a flowing, intricate network of probability distributions, is layered above it, conditioning and transforming the base distribution's parameters. The final, expressive variational posterior emerges at the top as a complex, non-Gaussian density surface with multiple modes. Use a clean, vector-graphics style with a muted color palette: deep blues for the base, purples for the hierarchical prior, and a warm amber for the complex posterior surface. Arrows indicate the flow of conditional dependence
1609.05959v1	A4 portrait format, 1:sqrt(2) aspect ratio. A clean, academic scientific illustration showing the core concept of conformalized kernel ridge regression. On the left, a 3D surface plot of a kernel ridge regression model fitting scattered data points in a feature space, with a smooth prediction surface. On the right, a detailed visualization of the conformal prediction process: a new test point is shown, surrounded by a translucent, non-parametric confidence region constructed from the conformity scores of calibration data points, which are depicted as faint halos or bands around the regression surface. The confidence region adjusts its size based on local density, ensuring the specified coverage rate. Use a cool, professional color palette of deep blues for the data space	A4 portrait format, scientific illustration of conformalized kernel ridge regression, showing a high-dimensional feature space transformed by a kernel function into a reproducing kernel Hilbert space, with a ridge regression hyperplane fitted to training data points, conformal prediction regions visualized as translucent confidence bands around predictions that guarantee coverage probability, comparison side-by-side with Bayesian credible intervals shown as narrower probabilistic bands, mathematical elements including kernel matrix, regularization parameter lambda, and nonconformity scores, clean academic visualization style with muted color palette of blues, purples, and grays, precise line work and transparent overlays, split-panel composition with explanatory annotations, isometric perspective on the feature space transformation, subtle lighting to emphasize dimensionality and statistical boundaries.
1803.01457v1	A4 portrait format, scientific visualization of a reinforcement learning-based frame selection process for video captioning, showing a neural network architecture with encoder-decoder framework analyzing a video sequence, informative frames being highlighted with bright borders and selected into a compact subset on the right, redundant frames appearing faded, visual diversity represented by varied scene content in selected frames, textual discrepancy minimization shown as accurate caption text generation below the frame subset, reinforcement learning reward signals visualized as golden arrows pointing to selected frames, clean academic illustration style with a blue and gray color palette, split-view composition showing the full video sequence on the left and the selected informative subset on the right, technical schematic with labeled components including Encoder, Decoder, PickNet, and reward module	"A4 portrait format, scientific visualization of a reinforcement learning-based frame selection process for video captioning, showing a neural network architecture with an encoder-decoder framework, a video timeline represented as a sequence of frames where some frames are brightly highlighted (selected) and others are dimmed (discarded), reinforcement learning reward signals visualized as golden arrows pointing to high-diversity frames, textual captions being generated from the compact subset of selected frames, clean digital art style with a blue and orange color scheme, split-view composition showing the full video input on the left and the informative frame subset with generated caption on the right, technical illustration with clear labels for ""Encoder"", ""Decoder"", ""Reward Maximization"", and ""Selected Frames""."
1703.06114v2	A4 portrait format, 1:sqrt(2) aspect ratio. A precise scientific visualization of the Deep Sets architecture's core principle: permutation invariance for machine learning on finite sets. The central visual is a set of distinct, abstract 3D data points (colored spheres, cubes, and tetrahedrons in cool blues, purples, and silvers) floating in a dark, neutral space. Multiple, identical neural network branches (visualized as sleek, translucent pipelines or fiber-optic strands with soft internal cyan illumination) process each element in parallel. These branches converge symmetrically onto a single, central permutation-invariant aggregation node (a glowing, intricate geometric core, like a dodecahedron, pulsing with warm amber light).	A4 portrait format, 1:sqrt(2) aspect ratio. A deep neural network architecture designed to process unordered sets, visualized as a central neural network core receiving input from multiple identical, parallel processing streams, each stream connected to a distinct element from a floating set of abstract geometric shapes. The architecture is symmetric and permutation-invariant, with all connections to the input set being equal and interchangeable. The visualization uses a clean, technical illustration style with a muted color palette of deep blues, grays, and accents of orange to highlight data flow. The composition is a balanced, schematic diagram with a slight isometric perspective, emphasizing the mathematical symmetry and the flow of set elements into the invariant network core.
1206.6382v1	A4 portrait format, 1:sqrt(2) aspect ratio. A high-dimensional covariance matrix decomposing into two distinct, overlapping graphical models. On the left, a sparse Gaussian Markov Random Field model represented by a network graph with nodes connected by thin, precise blue lines forming a lattice structure, its corresponding sparse precision matrix glowing with a cool blue light. On the right, a sparse Gaussian Independence model shown as a network of nodes with fewer, thicker orange connections in a hub-and-spoke pattern, its corresponding sparse covariance matrix radiating a warm orange glow. In the center, the combined observed covariance matrix is a fusion of blue and orange lattice patterns, with mathematical arrows and flow lines depicting the decomposition process into the two domains. Clean, minimalist 	A4 portrait format, 1:sqrt(2) aspect ratio. A high-dimensional data decomposition visualized as a three-dimensional geometric structure splitting into two distinct domains. On the left, a sparse Gaussian Markov model represented by a network graph with nodes connected by thin, glowing blue lines forming a sparse, lattice-like precision matrix structure. On the right, a sparse Gaussian independence model shown as a set of isolated, glowing orange nodes with direct, radiant connections to a central covariance matrix icon, representing sparse pairwise correlations. Between them, a swirling cloud of multi-dimensional data points (p-dimensional) is being algorithmically separated into the two colored streams. The visual style is a clean, modern scientific diagram with a dark background, using matte surfaces for matrices and
